university,file_path,status_or_license
Protestant University for Applied Sciences Freiburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20der%20EH%20Freiburg.jpg
Catholic University of Applied Sciences Mainz,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/KH-Logo.jpg
Theological Faculty of Paderborn,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Theologische%20Fakult%C3%A4t%20Paderborn%202024-07-23.svg
Oakwood University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/2017acornlogo%20copy.png
International Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/ICU%20Logo.svg
Protestant University Ludwigsburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Eh%20logo%20rz.jpg
Munich School of Philosophy,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/1a/HfPH_Logo_CMYK.png
Protestant University of Applied Sciences Berlin,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Evangelische%20Hochschule%20Berlin%20Logo.svg
College of Church Music Dresden,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HFKD-Logo.svg
Rheinland-Westfalen-Lippe University of Applied Sciences,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Evangelische_Hochschule_Rheinland-Westfalen-Lippe_Bochum_2024-06-06.svg
Evangelische Hochschule für Kirchenmusik Tübingen,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HKM-Logo.jpg
Protestant College for Church Music in Halle,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20EHKH.svg
Evangelische Hochschule Darmstadt,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/fe/Logo_EHD.svg
Liberty University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Liberty%20University%20logo.svg
Evangelical School of Social Work & Diakonie,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Evangelische_Hochschule_f%C3%BCr_Soziale_Arbeit_%26_Diakonie_Hamburg_2024-06-06.svg
Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Hochschule%20f%C3%BCr%20katholische%20Kirchenmusik%20und%20Musikp%C3%A4dagogik%20Regensburg%202024-06-01.svg
Hochschule für Kirchenmusik der Evangelischen Kirche von Westfalen,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HochschuleFurKirchenmusik.svg
Protestant College for Social service Dresden,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/d/d4/Ehs_Dresden_Logo_web.png
Theologisches Seminar Elstal,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20THE.svg
Katholische Hochschule Nordrhein-Westfalen,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/KatHO-NRW-logo.svg
Catholic University of Applied Social Sciences,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Katholische%20Hochschule%20f%C3%BCr%20Sozialwesen%20Berlin%20%28Logo%29.svg
Abilene Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Abilene%20Christian%20University%20wordmark.png
Hochschule für evangelische Kirchenmusik Bayreuth,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/3/3e/Logo_Hochschule_f%C3%BCr_evangelische_Kirchenmusik_Bayreuth_2024-06-04.svg
Northwestern College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Northwestern%20college%20iowa%20logo.png
Texas Christian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Texas%20Christian%20University%20wordmark.svg
Academy of Christian Humanism University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Academialogo.png
Cologne University of Catholic Theology,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/19/Logo_K%C3%B6lner_Hochschule_f%C3%BCr_Katholische_Theologie_2024-05-31.svg
Divine Faculty of Fulda,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Theologische%20Fakult%C3%A4t%20Fulda%202024-07-25.svg
Theologische Hochschule Ewersbach,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/FeG%20Theologische%20Hochschule%20Ewersbach.png
Reutlingen School of Theology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Theologische%20Hochschule%20Reutlingen%20Logo.svg
Divine Faculty of Fulda,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/64/Fulda%2C_Theologische_Fakult%C3%A4t_-_Schild.JPG
Fresno Pacific University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Fresno%20pacific%20univ%20simplelogo.png
Calvin University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Calvin%20univ%20full%20logo.png
Seattle Pacific University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20pacific%20univ%20logo.png
Hope College,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/0/0c/Hope_college_textlogo.png
Oral Roberts University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Oral%20Roberts%20University%20logo.png
Emerson College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Emerson%20college%20mass%20logo.png
Eastern Nazarene College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/East_nazarene_college_textlogo.png
Glasgow Caledonian University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/GCUlogo_251px.jpg
Brawijaya University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Universitas_Brawijaya.svg
Mohammed V University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20V%20University%20Logo.png
Northeastern University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/NEU%20China%2C%20old%20logo%20designed%20by%20Lin%20Hui-Yin.jpg
Emporia State University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/5/52/Emporia_State_University_wordmark.svg
University of Fukui,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University_of_Fukui_logo.svg
Gakushuin University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Gakushuin%20University%20Logo.png
Marshall University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Marshall%20University%20logo.svg
Estonian Academy of Arts,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/fb/Estonian_Academy_of_Arts_Logo.svg
Fairleigh Dickinson University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Fairleigh%20dickinson%20univ%20textlogo.png
Fayetteville State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Fayeteville%20st%20univ%20textlogo.png
UCLouvain Saint-Louis – Bruxelles,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/e9/UCLouvain_Saint-Louis_-_Bruxelles.png
Ferris State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ferris%20State%20University%20logo.svg
George Mason University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/George%20Mason%20University%20logo.svg
Open University of the Netherlands,logos/000204_Open University of the Netherlands_Ou-nl.jpg,ok
Temple University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Temple_University_Logo.svg
Multimedia University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Multimedia%20University%20secondary%20logo%202020.png
Guildhall School of Music and Drama,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/d/da/GuildhallSchool-Black-Vertical.png
University of Pamplona,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Universidad%20de%20Pamplona.svg
Florida A&M University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Florida%20A%26M%20University%20logo.svg
Sam Houston State University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/c/cf/Sam_Houston_State_University_logo.svg
Institut national des langues et civilisations orientales,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_inalco.svg
University of Reading,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Reading%20arms.svg
